fullname,party,starttime,endtime,chair,secs,secsgt60,chairparty,chairname,copartisan,timeofday,leadshipparty,coarseparty,pm,spkrintpos,chairintpos,spkrordpos,chairordpos,intposdif,ordposdif,leftspkr,leftchair,cobloc,debatetype,debate,female
Christian Juhl,EL,2014-10-09T10:42:48Z,2014-10-09T10:43:37Z,0,49,0,S,Mogens Lykketoft,0,10.7133333333333,1,EL,0,1.49210822998873,3.84190579317813,1,3,2.3497975631894,2,1,1,1,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:43:37Z,2014-10-09T10:43:40Z,1,3,0,S,Mogens Lykketoft,NA,10.7269444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Lars Loekke Rasmussen,V,2014-10-09T10:43:40Z,2014-10-09T10:45:02Z,0,82,1,S,Mogens Lykketoft,0,10.7277777777778,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:45:02Z,2014-10-09T10:45:03Z,1,1,0,S,Mogens Lykketoft,NA,10.7505555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Christian Juhl,EL,2014-10-09T10:45:03Z,2014-10-09T10:46:02Z,0,59,0,S,Mogens Lykketoft,0,10.7508333333333,1,EL,0,1.49210822998873,3.84190579317813,1,3,2.3497975631894,2,1,1,1,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:46:02Z,2014-10-09T10:46:03Z,1,1,0,S,Mogens Lykketoft,NA,10.7672222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Lars Loekke Rasmussen,V,2014-10-09T10:46:03Z,2014-10-09T10:47:08Z,0,65,1,S,Mogens Lykketoft,0,10.7675,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:47:08Z,2014-10-09T10:47:11Z,1,3,0,S,Mogens Lykketoft,NA,10.7855555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Jonas Dahl,SF,2014-10-09T10:47:11Z,2014-10-09T10:47:47Z,0,36,0,S,Mogens Lykketoft,0,10.7863888888889,1,SF,0,2.78551532033426,3.84190579317813,2,3,1.05639047284386,1,1,1,1,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:47:47Z,2014-10-09T10:47:48Z,1,1,0,S,Mogens Lykketoft,NA,10.7963888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Lars Loekke Rasmussen,V,2014-10-09T10:47:48Z,2014-10-09T10:49:08Z,0,80,1,S,Mogens Lykketoft,0,10.7966666666667,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:49:08Z,2014-10-09T10:49:09Z,1,1,0,S,Mogens Lykketoft,NA,10.8188888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Jonas Dahl,SF,2014-10-09T10:49:09Z,2014-10-09T10:49:48Z,0,39,0,S,Mogens Lykketoft,0,10.8191666666667,1,SF,0,2.78551532033426,3.84190579317813,2,3,1.05639047284386,1,1,1,1,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:49:48Z,2014-10-09T10:49:49Z,1,1,0,S,Mogens Lykketoft,NA,10.83,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Lars Loekke Rasmussen,V,2014-10-09T10:49:49Z,2014-10-09T10:51:06Z,0,77,1,S,Mogens Lykketoft,0,10.8302777777778,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:51:06Z,2014-10-09T10:51:08Z,1,2,0,S,Mogens Lykketoft,NA,10.8516666666667,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Jesper Petersen,S,2014-10-09T10:51:08Z,2014-10-09T10:51:56Z,0,48,0,S,Mogens Lykketoft,1,10.8522222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:51:56Z,2014-10-09T10:51:59Z,1,3,0,S,Mogens Lykketoft,NA,10.8655555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Lars Loekke Rasmussen,V,2014-10-09T10:51:59Z,2014-10-09T10:53:07Z,0,68,1,S,Mogens Lykketoft,0,10.8663888888889,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:53:07Z,2014-10-09T10:53:09Z,1,2,0,S,Mogens Lykketoft,NA,10.8852777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Jesper Petersen,S,2014-10-09T10:53:09Z,2014-10-09T10:53:40Z,0,31,0,S,Mogens Lykketoft,1,10.8858333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:53:40Z,2014-10-09T10:53:41Z,1,1,0,S,Mogens Lykketoft,NA,10.8944444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Lars Loekke Rasmussen,V,2014-10-09T10:53:41Z,2014-10-09T10:54:53Z,0,72,1,S,Mogens Lykketoft,0,10.8947222222222,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:54:53Z,2014-10-09T10:55:00Z,1,7,0,S,Mogens Lykketoft,NA,10.9147222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Marlene Borst Hansen,RV,2014-10-09T10:55:00Z,2014-10-09T10:55:35Z,0,35,0,S,Mogens Lykketoft,0,10.9166666666667,1,RV,0,5.01054384017758,3.84190579317813,4,3,1.16863804699945,1,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T10:55:35Z,2014-10-09T10:55:37Z,1,2,0,S,Mogens Lykketoft,NA,10.9263888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Lars Loekke Rasmussen,V,2014-10-09T10:55:37Z,2014-10-09T10:56:55Z,0,78,1,S,Mogens Lykketoft,0,10.9269444444444,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:56:55Z,2014-10-09T10:56:57Z,1,2,0,S,Mogens Lykketoft,NA,10.9486111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Marlene Borst Hansen,RV,2014-10-09T10:56:57Z,2014-10-09T10:57:27Z,0,30,0,S,Mogens Lykketoft,0,10.9491666666667,1,RV,0,5.01054384017758,3.84190579317813,4,3,1.16863804699945,1,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T10:57:27Z,2014-10-09T10:57:28Z,1,1,0,S,Mogens Lykketoft,NA,10.9575,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Lars Loekke Rasmussen,V,2014-10-09T10:57:28Z,2014-10-09T10:58:55Z,0,87,1,S,Mogens Lykketoft,0,10.9577777777778,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T10:58:55Z,2014-10-09T10:59:07Z,1,12,0,S,Mogens Lykketoft,NA,10.9819444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T10:59:07Z,2014-10-09T11:10:46Z,0,699,1,S,Mogens Lykketoft,1,10.9852777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:10:46Z,2014-10-09T11:11:02Z,1,16,0,S,Mogens Lykketoft,NA,11.1794444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Inger Stoejberg,V,2014-10-09T11:11:02Z,2014-10-09T11:11:55Z,0,53,0,S,Mogens Lykketoft,0,11.1838888888889,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:11:55Z,2014-10-09T11:11:59Z,1,4,0,S,Mogens Lykketoft,NA,11.1986111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:11:59Z,2014-10-09T11:12:48Z,0,49,0,S,Mogens Lykketoft,1,11.1997222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:12:48Z,2014-10-09T11:12:52Z,1,4,0,S,Mogens Lykketoft,NA,11.2133333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Inger Stoejberg,V,2014-10-09T11:12:52Z,2014-10-09T11:13:43Z,0,51,0,S,Mogens Lykketoft,0,11.2144444444444,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:13:43Z,2014-10-09T11:13:45Z,1,2,0,S,Mogens Lykketoft,NA,11.2286111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:13:45Z,2014-10-09T11:14:58Z,0,73,1,S,Mogens Lykketoft,1,11.2291666666667,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:14:58Z,2014-10-09T11:15:01Z,1,3,0,S,Mogens Lykketoft,NA,11.2494444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Kristian Thulesen Dahl,DF,2014-10-09T11:15:01Z,2014-10-09T11:16:01Z,0,60,0,S,Mogens Lykketoft,0,11.2502777777778,1,DF,0,7.74295190713101,3.84190579317813,8,3,3.90104611395288,5,0,1,0,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:16:01Z,2014-10-09T11:16:04Z,1,3,0,S,Mogens Lykketoft,NA,11.2669444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:16:04Z,2014-10-09T11:17:20Z,0,76,1,S,Mogens Lykketoft,1,11.2677777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:17:20Z,2014-10-09T11:17:23Z,1,3,0,S,Mogens Lykketoft,NA,11.2888888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Kristian Thulesen Dahl,DF,2014-10-09T11:17:23Z,2014-10-09T11:18:30Z,0,67,1,S,Mogens Lykketoft,0,11.2897222222222,1,DF,0,7.74295190713101,3.84190579317813,8,3,3.90104611395288,5,0,1,0,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:18:30Z,2014-10-09T11:18:35Z,1,5,0,S,Mogens Lykketoft,NA,11.3083333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:18:35Z,2014-10-09T11:19:52Z,0,77,1,S,Mogens Lykketoft,1,11.3097222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:19:52Z,2014-10-09T11:19:55Z,1,3,0,S,Mogens Lykketoft,NA,11.3311111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Pia Olsen Dyhr,SF,2014-10-09T11:19:55Z,2014-10-09T11:21:00Z,0,65,1,S,Mogens Lykketoft,0,11.3319444444444,1,SF,0,2.78551532033426,3.84190579317813,2,3,1.05639047284386,1,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:21:00Z,2014-10-09T11:21:02Z,1,2,0,S,Mogens Lykketoft,NA,11.35,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:21:02Z,2014-10-09T11:22:37Z,0,95,1,S,Mogens Lykketoft,1,11.3505555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:22:37Z,2014-10-09T11:22:39Z,1,2,0,S,Mogens Lykketoft,NA,11.3769444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Pia Olsen Dyhr,SF,2014-10-09T11:22:39Z,2014-10-09T11:23:40Z,0,61,1,S,Mogens Lykketoft,0,11.3775,1,SF,0,2.78551532033426,3.84190579317813,2,3,1.05639047284386,1,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:23:40Z,2014-10-09T11:23:42Z,1,2,0,S,Mogens Lykketoft,NA,11.3944444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:23:42Z,2014-10-09T11:24:59Z,0,77,1,S,Mogens Lykketoft,1,11.395,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:24:59Z,2014-10-09T11:25:07Z,1,8,0,S,Mogens Lykketoft,NA,11.4163888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Johanne Schmidt-Nielsen,EL,2014-10-09T11:25:07Z,2014-10-09T11:26:23Z,0,76,1,S,Mogens Lykketoft,0,11.4186111111111,1,EL,0,1.49210822998873,3.84190579317813,1,3,2.3497975631894,2,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:26:23Z,2014-10-09T11:26:25Z,1,2,0,S,Mogens Lykketoft,NA,11.4397222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:26:25Z,2014-10-09T11:27:41Z,0,76,1,S,Mogens Lykketoft,1,11.4402777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:27:41Z,2014-10-09T11:27:44Z,1,3,0,S,Mogens Lykketoft,NA,11.4613888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Johanne Schmidt-Nielsen,EL,2014-10-09T11:27:44Z,2014-10-09T11:28:22Z,0,38,0,S,Mogens Lykketoft,0,11.4622222222222,1,EL,0,1.49210822998873,3.84190579317813,1,3,2.3497975631894,2,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:28:22Z,2014-10-09T11:28:25Z,1,3,0,S,Mogens Lykketoft,NA,11.4727777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:28:25Z,2014-10-09T11:29:07Z,0,42,0,S,Mogens Lykketoft,1,11.4736111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:29:07Z,2014-10-09T11:29:12Z,1,5,0,S,Mogens Lykketoft,NA,11.4852777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Simon Emil Ammitzboell,LA,2014-10-09T11:29:12Z,2014-10-09T11:30:09Z,0,57,0,S,Mogens Lykketoft,0,11.4866666666667,1,LA,0,7.13892145369285,3.84190579317813,5,3,3.29701566051472,2,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T11:30:09Z,2014-10-09T11:30:12Z,1,3,0,S,Mogens Lykketoft,NA,11.5025,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:30:12Z,2014-10-09T11:31:19Z,0,67,1,S,Mogens Lykketoft,1,11.5033333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:31:19Z,2014-10-09T11:31:22Z,1,3,0,S,Mogens Lykketoft,NA,11.5219444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Simon Emil Ammitzboell,LA,2014-10-09T11:31:22Z,2014-10-09T11:32:13Z,0,51,0,S,Mogens Lykketoft,0,11.5227777777778,1,LA,0,7.13892145369285,3.84190579317813,5,3,3.29701566051472,2,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T11:32:13Z,2014-10-09T11:32:16Z,1,3,0,S,Mogens Lykketoft,NA,11.5369444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:32:16Z,2014-10-09T11:33:31Z,0,75,1,S,Mogens Lykketoft,1,11.5377777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:33:31Z,2014-10-09T11:33:34Z,1,3,0,S,Mogens Lykketoft,NA,11.5586111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Lene Espersen,KF,2014-10-09T11:33:34Z,2014-10-09T11:34:38Z,0,64,1,S,Mogens Lykketoft,0,11.5594444444444,1,KF,0,7.23338916806254,3.84190579317813,6,3,3.39148337488441,3,0,1,0,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:34:38Z,2014-10-09T11:34:42Z,1,4,0,S,Mogens Lykketoft,NA,11.5772222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:34:42Z,2014-10-09T11:35:50Z,0,68,1,S,Mogens Lykketoft,1,11.5783333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:35:50Z,2014-10-09T11:35:53Z,1,3,0,S,Mogens Lykketoft,NA,11.5972222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Lene Espersen,KF,2014-10-09T11:35:53Z,2014-10-09T11:36:39Z,0,46,0,S,Mogens Lykketoft,0,11.5980555555556,1,KF,0,7.23338916806254,3.84190579317813,6,3,3.39148337488441,3,0,1,0,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:36:39Z,2014-10-09T11:36:42Z,1,3,0,S,Mogens Lykketoft,NA,11.6108333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:36:42Z,2014-10-09T11:37:57Z,0,75,1,S,Mogens Lykketoft,1,11.6116666666667,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:37:57Z,2014-10-09T11:37:59Z,1,2,0,S,Mogens Lykketoft,NA,11.6325,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Tina Nedergaard,V,2014-10-09T11:37:59Z,2014-10-09T11:39:10Z,0,71,1,S,Mogens Lykketoft,0,11.6330555555556,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:39:10Z,2014-10-09T11:39:13Z,1,3,0,S,Mogens Lykketoft,NA,11.6527777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:39:13Z,2014-10-09T11:40:23Z,0,70,1,S,Mogens Lykketoft,1,11.6536111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:40:23Z,2014-10-09T11:40:25Z,1,2,0,S,Mogens Lykketoft,NA,11.6730555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Tina Nedergaard,V,2014-10-09T11:40:25Z,2014-10-09T11:41:36Z,0,71,1,S,Mogens Lykketoft,0,11.6736111111111,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:41:36Z,2014-10-09T11:41:38Z,1,2,0,S,Mogens Lykketoft,NA,11.6933333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:41:38Z,2014-10-09T11:42:46Z,0,68,1,S,Mogens Lykketoft,1,11.6938888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:42:46Z,2014-10-09T11:42:50Z,1,4,0,S,Mogens Lykketoft,NA,11.7127777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Peter Skaarup,DF,2014-10-09T11:42:50Z,2014-10-09T11:44:05Z,0,75,1,S,Mogens Lykketoft,0,11.7138888888889,1,DF,0,7.74295190713101,3.84190579317813,8,3,3.90104611395288,5,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T11:44:05Z,2014-10-09T11:44:10Z,1,5,0,S,Mogens Lykketoft,NA,11.7347222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:44:10Z,2014-10-09T11:45:14Z,0,64,1,S,Mogens Lykketoft,1,11.7361111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:45:14Z,2014-10-09T11:45:16Z,1,2,0,S,Mogens Lykketoft,NA,11.7538888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Peter Skaarup,DF,2014-10-09T11:45:16Z,2014-10-09T11:46:35Z,0,79,1,S,Mogens Lykketoft,0,11.7544444444444,1,DF,0,7.74295190713101,3.84190579317813,8,3,3.90104611395288,5,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T11:46:35Z,2014-10-09T11:46:37Z,1,2,0,S,Mogens Lykketoft,NA,11.7763888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:46:37Z,2014-10-09T11:47:46Z,0,69,1,S,Mogens Lykketoft,1,11.7769444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:47:46Z,2014-10-09T11:47:50Z,1,4,0,S,Mogens Lykketoft,NA,11.7961111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Jacob Jensen,V,2014-10-09T11:47:50Z,2014-10-09T11:48:44Z,0,54,0,S,Mogens Lykketoft,0,11.7972222222222,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T11:48:44Z,2014-10-09T11:48:47Z,1,3,0,S,Mogens Lykketoft,NA,11.8122222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:48:47Z,2014-10-09T11:49:51Z,0,64,1,S,Mogens Lykketoft,1,11.8130555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:49:51Z,2014-10-09T11:49:54Z,1,3,0,S,Mogens Lykketoft,NA,11.8308333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Jacob Jensen,V,2014-10-09T11:49:54Z,2014-10-09T11:50:25Z,0,31,0,S,Mogens Lykketoft,0,11.8316666666667,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T11:50:25Z,2014-10-09T11:50:26Z,1,1,0,S,Mogens Lykketoft,NA,11.8402777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:50:26Z,2014-10-09T11:51:37Z,0,71,1,S,Mogens Lykketoft,1,11.8405555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:51:37Z,2014-10-09T11:51:43Z,1,6,0,S,Mogens Lykketoft,NA,11.8602777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Jonas Dahl,SF,2014-10-09T11:51:43Z,2014-10-09T11:52:18Z,0,35,0,S,Mogens Lykketoft,0,11.8619444444444,1,SF,0,2.78551532033426,3.84190579317813,2,3,1.05639047284386,1,1,1,1,Opening,Opening 2014,0
Mogens Lykketoft,S,2014-10-09T11:52:18Z,2014-10-09T11:52:21Z,1,3,0,S,Mogens Lykketoft,NA,11.8716666666667,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Maja Panduro,S,2014-10-09T11:52:21Z,2014-10-09T11:53:16Z,0,55,0,S,Mogens Lykketoft,1,11.8725,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Opening,Opening 2014,1
Mogens Lykketoft,S,2014-10-09T11:53:16Z,2014-10-09T11:53:19Z,1,3,0,S,Mogens Lykketoft,NA,11.8877777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Opening,Opening 2014,0
Jonas Dahl,SF,2014-10-09T11:53:19Z,2014-10-09T11:54:15Z,0,56,0,S,Mogens Lykketoft,0,11.8886111111111,1,SF,0,2.78551532033426,3.84190579317813,2,3,1.05639047284386,1,1,1,1,Opening,Opening 2014,0
