fullname,party,starttime,endtime,chair,secs,secsgt60,chairparty,chairname,copartisan,timeofday,leadshipparty,coarseparty,pm,spkrintpos,chairintpos,spkrordpos,chairordpos,intposdif,ordposdif,leftspkr,leftchair,cobloc,debatetype,debate,female
Thor Pedersen,V,2010-10-07T10:04:03Z,2010-10-07T10:04:20Z,1,17,0,V,Thor Pedersen,NA,10.0675,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:04:20Z,2010-10-07T10:09:37Z,0,317,1,V,Thor Pedersen,1,10.0722222222222,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:15:35Z,2010-10-07T10:16:24Z,1,49,0,V,Thor Pedersen,NA,10.2597222222222,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Margrethe Vestager,RV,2010-10-07T10:16:24Z,2010-10-07T10:17:17Z,0,53,0,V,Thor Pedersen,0,10.2733333333333,1,RV,0,5.01054384017758,7.35021786492375,4,7,2.33967402474617,3,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T10:17:17Z,2010-10-07T10:17:19Z,1,2,0,V,Thor Pedersen,NA,10.2880555555556,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:17:19Z,2010-10-07T10:18:21Z,0,62,1,V,Thor Pedersen,1,10.2886111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:18:21Z,2010-10-07T10:18:22Z,1,1,0,V,Thor Pedersen,NA,10.3058333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Margrethe Vestager,RV,2010-10-07T10:18:22Z,2010-10-07T10:18:48Z,0,26,0,V,Thor Pedersen,0,10.3061111111111,1,RV,0,5.01054384017758,7.35021786492375,4,7,2.33967402474617,3,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T10:18:48Z,2010-10-07T10:18:50Z,1,2,0,V,Thor Pedersen,NA,10.3133333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:18:50Z,2010-10-07T10:19:31Z,0,41,0,V,Thor Pedersen,1,10.3138888888889,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:19:31Z,2010-10-07T10:19:34Z,1,3,0,V,Thor Pedersen,NA,10.3252777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Per Clausen,EL,2010-10-07T10:19:34Z,2010-10-07T10:20:56Z,0,82,1,V,Thor Pedersen,0,10.3261111111111,1,EL,0,1.49210822998873,7.35021786492375,1,7,5.85810963493502,6,1,0,0,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:20:56Z,2010-10-07T10:20:57Z,1,1,0,V,Thor Pedersen,NA,10.3488888888889,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:20:57Z,2010-10-07T10:22:18Z,0,81,1,V,Thor Pedersen,1,10.3491666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:22:18Z,2010-10-07T10:22:20Z,1,2,0,V,Thor Pedersen,NA,10.3716666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Per Clausen,EL,2010-10-07T10:22:20Z,2010-10-07T10:23:11Z,0,51,0,V,Thor Pedersen,0,10.3722222222222,1,EL,0,1.49210822998873,7.35021786492375,1,7,5.85810963493502,6,1,0,0,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:23:11Z,2010-10-07T10:23:13Z,1,2,0,V,Thor Pedersen,NA,10.3863888888889,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:23:13Z,2010-10-07T10:24:29Z,0,76,1,V,Thor Pedersen,1,10.3869444444444,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:24:29Z,2010-10-07T10:24:33Z,1,4,0,V,Thor Pedersen,NA,10.4080555555556,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Simon Emil Ammitzboell,LA,2010-10-07T10:24:33Z,2010-10-07T10:25:27Z,0,54,0,V,Thor Pedersen,0,10.4091666666667,1,LA,0,7.13892145369285,7.35021786492375,5,7,0.211296411230899,2,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:25:27Z,2010-10-07T10:25:28Z,1,1,0,V,Thor Pedersen,NA,10.4241666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:25:28Z,2010-10-07T10:26:13Z,0,45,0,V,Thor Pedersen,1,10.4244444444444,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:26:13Z,2010-10-07T10:26:15Z,1,2,0,V,Thor Pedersen,NA,10.4369444444444,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Simon Emil Ammitzboell,LA,2010-10-07T10:26:15Z,2010-10-07T10:27:18Z,0,63,1,V,Thor Pedersen,0,10.4375,1,LA,0,7.13892145369285,7.35021786492375,5,7,0.211296411230899,2,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:27:18Z,2010-10-07T10:27:19Z,1,1,0,V,Thor Pedersen,NA,10.455,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:27:19Z,2010-10-07T10:28:20Z,0,61,1,V,Thor Pedersen,1,10.4552777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:28:20Z,2010-10-07T10:28:33Z,1,13,0,V,Thor Pedersen,NA,10.4722222222222,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Per Oerum Joergensen,KD,2010-10-07T10:28:33Z,2010-10-07T10:29:21Z,0,48,0,V,Thor Pedersen,0,10.4758333333333,0,Other,0,NA,7.35021786492375,NA,7,NA,NA,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:29:21Z,2010-10-07T10:29:22Z,1,1,0,V,Thor Pedersen,NA,10.4891666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:29:22Z,2010-10-07T10:30:57Z,0,95,1,V,Thor Pedersen,1,10.4894444444444,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:30:57Z,2010-10-07T10:30:58Z,1,1,0,V,Thor Pedersen,NA,10.5158333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Per Oerum Joergensen,KD,2010-10-07T10:30:58Z,2010-10-07T10:31:49Z,0,51,0,V,Thor Pedersen,0,10.5161111111111,0,Other,0,NA,7.35021786492375,NA,7,NA,NA,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:31:49Z,2010-10-07T10:31:52Z,1,3,0,V,Thor Pedersen,NA,10.5302777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:31:52Z,2010-10-07T10:32:13Z,0,21,0,V,Thor Pedersen,1,10.5311111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:32:13Z,2010-10-07T10:32:19Z,1,6,0,V,Thor Pedersen,NA,10.5369444444444,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Henrik Dam Kristensen,S,2010-10-07T10:32:19Z,2010-10-07T10:33:01Z,0,42,0,V,Thor Pedersen,0,10.5386111111111,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:33:01Z,2010-10-07T10:33:03Z,1,2,0,V,Thor Pedersen,NA,10.5502777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:33:03Z,2010-10-07T10:34:21Z,0,78,1,V,Thor Pedersen,1,10.5508333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:34:21Z,2010-10-07T10:34:23Z,1,2,0,V,Thor Pedersen,NA,10.5725,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Henrik Dam Kristensen,S,2010-10-07T10:34:23Z,2010-10-07T10:35:12Z,0,49,0,V,Thor Pedersen,0,10.5730555555556,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:35:12Z,2010-10-07T10:35:15Z,1,3,0,V,Thor Pedersen,NA,10.5866666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:35:15Z,2010-10-07T10:36:04Z,0,49,0,V,Thor Pedersen,1,10.5875,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:36:04Z,2010-10-07T10:36:09Z,1,5,0,V,Thor Pedersen,NA,10.6011111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Ole Sohn,SF,2010-10-07T10:36:09Z,2010-10-07T10:37:06Z,0,57,0,V,Thor Pedersen,0,10.6025,1,SF,0,2.78551532033426,7.35021786492375,2,7,4.56470254458949,5,1,0,0,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:37:06Z,2010-10-07T10:37:07Z,1,1,0,V,Thor Pedersen,NA,10.6183333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:37:07Z,2010-10-07T10:38:23Z,0,76,1,V,Thor Pedersen,1,10.6186111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:38:23Z,2010-10-07T10:38:24Z,1,1,0,V,Thor Pedersen,NA,10.6397222222222,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Ole Sohn,SF,2010-10-07T10:38:24Z,2010-10-07T10:39:06Z,0,42,0,V,Thor Pedersen,0,10.64,1,SF,0,2.78551532033426,7.35021786492375,2,7,4.56470254458949,5,1,0,0,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:39:06Z,2010-10-07T10:39:08Z,1,2,0,V,Thor Pedersen,NA,10.6516666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:39:08Z,2010-10-07T10:40:06Z,0,58,0,V,Thor Pedersen,1,10.6522222222222,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:40:06Z,2010-10-07T10:40:11Z,1,5,0,V,Thor Pedersen,NA,10.6683333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Hans Kristian Skibby,DF,2010-10-07T10:40:11Z,2010-10-07T10:41:11Z,0,60,0,V,Thor Pedersen,0,10.6697222222222,1,DF,0,7.74295190713101,7.35021786492375,8,7,0.392734042207264,1,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:41:11Z,2010-10-07T10:41:13Z,1,2,0,V,Thor Pedersen,NA,10.6863888888889,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:41:13Z,2010-10-07T10:41:57Z,0,44,0,V,Thor Pedersen,1,10.6869444444444,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:41:57Z,2010-10-07T10:41:59Z,1,2,0,V,Thor Pedersen,NA,10.6991666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Hans Kristian Skibby,DF,2010-10-07T10:41:59Z,2010-10-07T10:42:54Z,0,55,0,V,Thor Pedersen,0,10.6997222222222,1,DF,0,7.74295190713101,7.35021786492375,8,7,0.392734042207264,1,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:42:54Z,2010-10-07T10:42:56Z,1,2,0,V,Thor Pedersen,NA,10.715,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:42:56Z,2010-10-07T10:43:54Z,0,58,0,V,Thor Pedersen,1,10.7155555555556,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:43:54Z,2010-10-07T10:43:57Z,1,3,0,V,Thor Pedersen,NA,10.7316666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Mette Frederiksen,S,2010-10-07T10:43:57Z,2010-10-07T10:44:54Z,0,57,0,V,Thor Pedersen,0,10.7325,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T10:44:54Z,2010-10-07T10:44:56Z,1,2,0,V,Thor Pedersen,NA,10.7483333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:44:56Z,2010-10-07T10:46:25Z,0,89,1,V,Thor Pedersen,1,10.7488888888889,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:46:25Z,2010-10-07T10:46:27Z,1,2,0,V,Thor Pedersen,NA,10.7736111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Mette Frederiksen,S,2010-10-07T10:46:27Z,2010-10-07T10:47:31Z,0,64,1,V,Thor Pedersen,0,10.7741666666667,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T10:47:31Z,2010-10-07T10:47:34Z,1,3,0,V,Thor Pedersen,NA,10.7919444444444,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:47:34Z,2010-10-07T10:48:49Z,0,75,1,V,Thor Pedersen,1,10.7927777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:48:49Z,2010-10-07T10:48:54Z,1,5,0,V,Thor Pedersen,NA,10.8136111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Jonas Dahl,SF,2010-10-07T10:48:54Z,2010-10-07T10:49:39Z,0,45,0,V,Thor Pedersen,0,10.815,1,SF,0,2.78551532033426,7.35021786492375,2,7,4.56470254458949,5,1,0,0,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:49:39Z,2010-10-07T10:49:40Z,1,1,0,V,Thor Pedersen,NA,10.8275,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:49:40Z,2010-10-07T10:51:04Z,0,84,1,V,Thor Pedersen,1,10.8277777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:51:04Z,2010-10-07T10:51:06Z,1,2,0,V,Thor Pedersen,NA,10.8511111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Jonas Dahl,SF,2010-10-07T10:51:06Z,2010-10-07T10:52:00Z,0,54,0,V,Thor Pedersen,0,10.8516666666667,1,SF,0,2.78551532033426,7.35021786492375,2,7,4.56470254458949,5,1,0,0,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:52:00Z,2010-10-07T10:52:01Z,1,1,0,V,Thor Pedersen,NA,10.8666666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:52:01Z,2010-10-07T10:52:58Z,0,57,0,V,Thor Pedersen,1,10.8669444444444,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:52:58Z,2010-10-07T10:53:02Z,1,4,0,V,Thor Pedersen,NA,10.8827777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Morten Oestergaard,RV,2010-10-07T10:53:02Z,2010-10-07T10:54:14Z,0,72,1,V,Thor Pedersen,0,10.8838888888889,1,RV,0,5.01054384017758,7.35021786492375,4,7,2.33967402474617,3,1,0,0,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:54:14Z,2010-10-07T10:54:15Z,1,1,0,V,Thor Pedersen,NA,10.9038888888889,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:54:15Z,2010-10-07T10:55:23Z,0,68,1,V,Thor Pedersen,1,10.9041666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:55:23Z,2010-10-07T10:55:25Z,1,2,0,V,Thor Pedersen,NA,10.9230555555556,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Morten Oestergaard,RV,2010-10-07T10:55:25Z,2010-10-07T10:56:45Z,0,80,1,V,Thor Pedersen,0,10.9236111111111,1,RV,0,5.01054384017758,7.35021786492375,4,7,2.33967402474617,3,1,0,0,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:56:45Z,2010-10-07T10:56:47Z,1,2,0,V,Thor Pedersen,NA,10.9458333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:56:47Z,2010-10-07T10:58:07Z,0,80,1,V,Thor Pedersen,1,10.9463888888889,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:58:07Z,2010-10-07T10:58:11Z,1,4,0,V,Thor Pedersen,NA,10.9686111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Christine Antorini,S,2010-10-07T10:58:11Z,2010-10-07T10:58:51Z,0,40,0,V,Thor Pedersen,0,10.9697222222222,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T10:58:51Z,2010-10-07T10:58:53Z,1,2,0,V,Thor Pedersen,NA,10.9808333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T10:58:53Z,2010-10-07T10:59:54Z,0,61,1,V,Thor Pedersen,1,10.9813888888889,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T10:59:54Z,2010-10-07T10:59:55Z,1,1,0,V,Thor Pedersen,NA,10.9983333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Christine Antorini,S,2010-10-07T10:59:55Z,2010-10-07T11:00:24Z,0,29,0,V,Thor Pedersen,0,10.9986111111111,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:00:24Z,2010-10-07T11:00:25Z,1,1,0,V,Thor Pedersen,NA,11.0066666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T11:00:25Z,2010-10-07T11:01:24Z,0,59,0,V,Thor Pedersen,1,11.0069444444444,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:01:24Z,2010-10-07T11:01:27Z,1,3,0,V,Thor Pedersen,NA,11.0233333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Astrid Krag,SF,2010-10-07T11:01:27Z,2010-10-07T11:02:39Z,0,72,1,V,Thor Pedersen,0,11.0241666666667,1,SF,0,2.78551532033426,7.35021786492375,2,7,4.56470254458949,5,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:02:39Z,2010-10-07T11:02:42Z,1,3,0,V,Thor Pedersen,NA,11.0441666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T11:02:42Z,2010-10-07T11:03:42Z,0,60,0,V,Thor Pedersen,1,11.045,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:03:42Z,2010-10-07T11:03:44Z,1,2,0,V,Thor Pedersen,NA,11.0616666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Astrid Krag,SF,2010-10-07T11:03:44Z,2010-10-07T11:04:53Z,0,69,1,V,Thor Pedersen,0,11.0622222222222,1,SF,0,2.78551532033426,7.35021786492375,2,7,4.56470254458949,5,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:04:53Z,2010-10-07T11:04:55Z,1,2,0,V,Thor Pedersen,NA,11.0813888888889,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T11:04:55Z,2010-10-07T11:05:48Z,0,53,0,V,Thor Pedersen,1,11.0819444444444,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:05:48Z,2010-10-07T11:05:50Z,1,2,0,V,Thor Pedersen,NA,11.0966666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Johanne Schmidt-Nielsen,EL,2010-10-07T11:05:50Z,2010-10-07T11:06:50Z,0,60,0,V,Thor Pedersen,0,11.0972222222222,1,EL,0,1.49210822998873,7.35021786492375,1,7,5.85810963493502,6,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:06:50Z,2010-10-07T11:06:57Z,1,7,0,V,Thor Pedersen,NA,11.1138888888889,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T11:06:57Z,2010-10-07T11:07:55Z,0,58,0,V,Thor Pedersen,1,11.1158333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:07:55Z,2010-10-07T11:07:57Z,1,2,0,V,Thor Pedersen,NA,11.1319444444444,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Johanne Schmidt-Nielsen,EL,2010-10-07T11:07:57Z,2010-10-07T11:08:52Z,0,55,0,V,Thor Pedersen,0,11.1325,1,EL,0,1.49210822998873,7.35021786492375,1,7,5.85810963493502,6,1,0,0,Opening,Opening 2010,1
Thor Pedersen,V,2010-10-07T11:08:52Z,2010-10-07T11:08:54Z,1,2,0,V,Thor Pedersen,NA,11.1477777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T11:08:54Z,2010-10-07T11:09:38Z,0,44,0,V,Thor Pedersen,1,11.1483333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:09:38Z,2010-10-07T11:09:41Z,1,3,0,V,Thor Pedersen,NA,11.1605555555556,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Rasmus Prehn,S,2010-10-07T11:09:41Z,2010-10-07T11:10:47Z,0,66,1,V,Thor Pedersen,0,11.1613888888889,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:10:47Z,2010-10-07T11:10:49Z,1,2,0,V,Thor Pedersen,NA,11.1797222222222,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T11:10:49Z,2010-10-07T11:12:01Z,0,72,1,V,Thor Pedersen,1,11.1802777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:12:01Z,2010-10-07T11:12:03Z,1,2,0,V,Thor Pedersen,NA,11.2002777777778,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Rasmus Prehn,S,2010-10-07T11:12:03Z,2010-10-07T11:12:57Z,0,54,0,V,Thor Pedersen,0,11.2008333333333,1,S,0,3.84190579317813,7.35021786492375,3,7,3.50831207174562,4,1,0,0,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:12:57Z,2010-10-07T11:12:58Z,1,1,0,V,Thor Pedersen,NA,11.2158333333333,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
Peter Christensen,V,2010-10-07T11:12:58Z,2010-10-07T11:14:21Z,0,83,1,V,Thor Pedersen,1,11.2161111111111,1,V,0,7.35021786492375,7.35021786492375,7,7,0,0,0,0,1,Opening,Opening 2010,0
Thor Pedersen,V,2010-10-07T11:14:21Z,2010-10-07T11:14:27Z,1,6,0,V,Thor Pedersen,NA,11.2391666666667,1,V,0,7.35021786492375,7.35021786492375,7,7,NA,NA,0,0,NA,Opening,Opening 2010,0
