v5,v6,v7,v8,v9,v10,v11,v12,v13,v14_1,v14_1a,v15_1,v15_1a,v16_1,v16_1a,v17_1,v17_1a,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,split,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,gruppe,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,split3,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,split2,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320,v321,v322,v323,v324,v325,v326,v327,v328,v329,v330,v331,v332_andet,v332_samlet,v333,v334,v336,v337,v338,v340,v341,r10,fdag,fmd,faar,knr,freg,statb,civst,bald,select,sampling,intbald,int_koen,anc,Stillingskode,Tidligerestillingskode,Samletstillingskode,simpel,udvidet,socio,simpel.tidligere,udvidet.tidligere,socio.tidligere,simpelsamlet,udvidetsamlet,sociosamlet,region,weight_1,weight_2,weight_3,weight_4,Postnummer
5,1961,2,0,1,1,100,2,6,210,3,622,7,641,6,10,17,5,5,1,5,5,5,5,5,5,1,5,5,5,5,1,1,1,5,5,2,1,5,5,5,1,5,5,5,5,5,7,7,5,3,6,8,2,5,10,10,10,10,10,10,10,10,10,10,7,8,5,5,5,11,5,10,11,6,9,5,5,11,6,10,7,5,100,10,8,3,2,100,100,100,100,100,100,100,100,100,100,100,100,88,10,8,10,88,10,10,8,8,10,8,8,7,7,88,10,88,88,1,1,8,4,1,3,2,2,1,2,2,1,1,2,2,4,4,5,4,4,8,2,2,2,2,8,2,1,1,1,1,1,1,2,3,3,1,2,3,2,2,2,2,3,2,2,2,2,2,1,1,4,3,3,1,1,1,1,1,1,1,3,4,1,4,3,5,3,3,2,4,3,4,2,3,5,4,1,3,1,3,3,2,2,3,2,3,3,4,2,2,8,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,5,4,4,3,3,4,10,3,8,8,1,8,3,1,4,3,2,4,4,2,3,3,3,4,3,4,3,3,3,3,2,3,5,2,5,1,3,8,8,8,8,8,8,8,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,2,2,2,2,2,5,2,4,1,5,5,5,5,1,1,5,5,998,8,88,88,88,5,10,3,8,1,5,1,1,5,1,10,10,1,4,3,1,6,1,18,6,23,3,100,4,3,10,10,4,1,5,10,1961,510,8886,5100,G,49,0.311827956989247,3.20689655172414,59,2,3,51411,,51411,4,7,134,,,,4,7,134,3,1.15616600548456,1.0049932430952,1.21003818832613,1.13932374286169,6510
5,1953,0,100,100,100,100,4,6,210,3,512,12,200,2,430,2,1,5,5,5,5,5,1,5,5,5,1,5,5,1,5,5,5,5,5,2,1,5,5,5,5,5,1,1,5,5,7,0,5,3,1,7,5,5,10,10,10,10,10,10,10,10,10,10,6,7,3,3,3,6,10,6,9,5,4,3,2,6,10,1,9,1,7,1,100,3,1,7,7,1,7,7,1,8,10,7,10,3,7,100,100,100,100,100,100,100,100,100,100,100,100,7,7,7,7,7,7,7,7,8,2,3,4,1,2,1,2,3,2,1,2,1,2,2,4,5,4,4,3,2,3,3,4,2,1,1,1,1,1,1,2,2,3,3,1,3,3,3,1,1,3,3,3,2,2,2,1,1,3,3,1,1,5,1,1,1,1,1,1,5,1,5,5,1,5,1,1,1,5,5,5,1,1,2,5,5,4,1,2,1,4,1,1,1,1,1,3,3,3,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,1,5,6,3,8,9,10,2,5,5,5,4,3,1,4,3,1,2,2,2,2,8,4,2,4,4,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,1,10,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,5,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,998,8,1,88,7,2,2,1,10,5,5,5,5,5,5,10,10,10,4,3,1,11,5,100,,,7,100,10,10,1,3,5,1,27,7,1953,621,9302,5100,F,58,0.352941176470588,2.83333333333333,53,2,2,99912,82630,99912,6,9,32,5,8,134,6,9,32,3,1.36403592303502,1.0049932430952,1.03119798588389,1.04437953684833,6580
5,1990,0,100,100,100,100,3,6,390,4,3,,3,,3,,5,5,1,5,5,5,5,5,1,1,5,5,5,5,1,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,6,7,5,2,3,1,2,1,5,5,5,1,5,5,5,5,5,5,13,6,5,88,88,4,5,4,4,5,3,88,5,88,4,4,88,5,100,10,1,3,2,100,100,100,100,100,100,100,100,100,100,100,100,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,7,1,8,1,3,2,4,1,4,4,4,2,1,1,8,3,3,4,3,8,8,2,2,2,2,2,3,8,8,8,1,1,2,3,3,3,3,1,3,2,2,2,2,3,3,3,1,2,8,2,2,1,8,4,4,4,8,3,8,8,4,8,1,3,2,8,4,5,4,8,8,1,8,4,5,8,3,2,8,5,5,2,8,8,8,8,8,8,8,3,2,2,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,2,8,8,2,5,8,8,88,4,4,2,2,4,1,2,4,3,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,3,2,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,3,10,10,10,10,10,10,10,10,10,1,8,8,8,8,8,4,1,3,5,5,1,5,5,5,1,5,5,998,8,88,88,88,3,88,1,10,5,5,5,5,5,5,10,10,10,2,3,3,100,1,99,,,1,100,2,3,10,10,5,1,4,3,1990,575,7938,5100,U,21,0.589473684210526,1.69642857142857,69,1,9,51411,,51411,4,7,134,,,,4,7,134,3,0.813761937192197,0.997414906819661,0.823784923356103,1.04437953684833,6600
1,1951,0,100,100,100,100,2,5,620,7,641,6,650,8,3,,5,5,5,5,1,1,5,5,5,1,5,5,5,5,1,5,5,5,5,2,1,5,5,5,1,1,1,5,5,5,7,0,2,3,6,1,5,5,10,10,10,10,10,10,10,10,10,10,1,9,5,5,4,2,3,1,7,9,8,5,6,4,3,1,2,1,1,1,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,1,1,2,2,1,1,1,1,1,1,2,8,1,1,1,1,8,1,1,1,8,1,2,3,4,4,4,4,4,1,1,1,2,1,4,4,4,4,4,4,4,4,4,2,3,3,2,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,1,2,3,1,2,1,1,1,4,4,4,2,2,1,5,4,2,4,4,2,5,3,4,4,2,2,3,4,2,2,2,2,4,2,5,2,2,2,2,2,3,5,3,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,8,7,4,1,2,3,4,4,8,8,8,8,8,8,8,2,2,2,2,2,8,8,2,2,4,8,8,8,8,8,8,8,8,3,2,10,10,10,10,10,10,10,10,10,1,1,1,8,8,8,1,1,1,10,10,10,10,10,10,10,10,10,1,1,1,8,8,8,8,8,1,5,5,1,5,5,5,1,5,5,998,8,88,8,88,5,6,1,10,5,5,5,5,5,5,10,10,10,4,1,4,100,5,100,,,7,100,10,10,1,2,10,1,12,2,1951,575,7109,5100,G,60,0.344086021505376,2.90625,69,1,9,99912,71223,99912,6,9,32,4,7,134,6,9,32,3,0.677198843499868,0.75125620316486,0.746529083862967,1.04437953684833,6600
5,1977,1,0,1,100,100,3,6,640,6,210,3,9,,,,5,5,1,5,1,5,5,5,5,1,5,5,5,5,1,1,5,5,5,2,1,5,5,5,5,5,5,1,1,5,5,1,3,5,2,1,4,1,5,5,5,1,5,5,5,5,5,5,4,9,3,3,8,11,2,3,11,9,8,1,6,11,4,6,6,1,1,2,100,3,1,9,7,88,88,7,88,8,8,1,8,8,1,100,100,100,100,100,100,100,100,100,100,100,100,88,88,1,1,4,1,1,1,8,8,9,9,9,15,3,2,4,2,1,2,2,4,3,3,3,4,3,3,2,2,2,2,2,2,8,8,2,1,2,3,3,2,2,1,3,3,2,8,8,3,2,3,2,2,8,1,2,3,3,1,1,5,5,5,3,3,1,8,5,2,3,2,4,5,3,8,3,4,3,3,2,5,3,1,3,5,2,5,3,3,3,3,3,4,3,2,2,2,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,2,88,9,7,6,0,6,8,8,8,8,8,8,8,8,2,4,2,8,4,4,4,2,4,9,8,8,8,8,8,8,8,8,8,2,10,10,10,10,10,10,10,10,10,5,2,2,5,2,2,2,4,1,5,2,3,5,3,3,2,4,4,10,10,10,10,10,10,10,10,10,1,1,1,1,5,1,1,5,5,998,8,1,88,7,4,88,3,8,1,5,5,5,5,1,10,10,5,3,6,1,8,1,9,,9,1,100,3,3,10,10,8,71,29,3,1977,575,8926,5100,U,34,0.611111111111111,1.63636363636364,,,,33202,,33202,3,4,133,,,,3,4,133,3,0.383508701678969,0.518630700952867,0.393422928177736,0.764057188543655,6622
5,1950,0,100,100,100,100,2,7,3,,3,,3,,3,,5,5,1,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,7,7,5,2,3,8,4,5,10,10,10,10,10,10,10,10,10,10,7,4,5,5,88,88,88,7,88,5,6,88,88,88,88,7,88,1,8,2,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,8,88,2,1,3,4,10,1,1,1,2,1,1,2,2,4,4,8,4,8,3,3,3,3,3,8,8,8,2,2,1,2,2,2,2,2,8,3,2,2,8,8,8,2,2,8,8,1,8,2,8,8,8,8,3,5,8,4,8,8,8,8,8,2,8,3,5,8,8,8,5,8,1,5,5,8,8,1,8,8,8,3,2,2,2,2,5,8,2,2,2,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,2,88,88,88,88,88,88,88,8,8,8,8,8,8,8,8,3,2,8,8,8,8,3,3,8,3,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,5,5,1,5,5,5,1,5,5,998,8,1,88,7,5,88,3,2,1,5,1,5,1,1,10,1,1,4,4,1,8,1,12,,12,1,100,1,3,10,10,10,1,20,11,1950,575,8942,5100,G,60,0.373493975903614,2.67741935483871,69,1,9,42122,,42122,3,4,134,,,,3,4,134,3,0.823864058941881,1.07088537777171,0.835687973766189,0.764057188543655,6622
5,1982,2,2,100,100,100,3,6,623,7,550,12,3,,631,6,5,5,5,5,5,1,5,5,5,1,1,5,5,5,1,5,5,5,5,3,1,5,5,5,5,5,1,5,5,5,7,1,2,4,8,1,4,5,10,10,10,10,10,10,10,10,10,10,1,7,5,3,7,0,1,0,1,6,5,2,8,2,6,3,7,5,100,10,1,3,1,7,88,88,88,88,88,8,3,1,1,88,88,100,100,100,100,100,100,100,100,100,100,100,100,88,1,88,88,88,88,4,88,3,1,4,2,3,14,1,1,1,1,1,1,2,4,4,4,3,5,4,1,2,2,2,2,8,8,3,1,2,1,3,3,3,3,2,1,3,2,1,1,1,3,2,3,2,2,2,1,1,2,3,1,4,5,5,1,4,1,4,1,5,3,5,2,5,3,5,5,3,2,3,5,4,5,3,3,5,1,3,5,4,5,2,2,2,2,2,3,3,8,3,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,2,3,6,3,7,8,8,2,1,4,2,4,2,5,2,5,1,2,2,8,8,8,8,8,8,5,3,3,3,3,4,3,4,5,3,1,3,2,3,3,3,2,1,4,3,10,10,10,10,10,10,10,10,10,4,3,3,8,8,8,8,8,4,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,998,2,88,88,88,4,4,1,10,1,5,5,5,5,1,10,10,5,4,3,1,6,1,5,,5,14,100,10,10,1,3,8,1,13,2,1982,530,8926,5100,U,29,0.686274509803921,1.45714285714286,69,1,9,99940,51325,99940,6,9,3,3,5,134,6,9,3,3,0.570097480901492,0.518630700952867,0.603277948727001,1.13932374286169,6623
1,1924,0,100,100,100,100,2,6,10,17,,,,,,,5,5,5,5,5,5,1,5,5,1,1,5,5,1,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,7,7,5,2,9,8,5,5,10,10,10,10,10,10,10,10,10,10,7,1,2,4,88,88,4,8,88,7,7,5,5,3,7,6,6,1,8,1,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,1,7,8,7,1,9,88,7,3,1,1,1,3,8,8,3,9,1,1,3,2,1,4,4,2,3,4,2,2,2,1,4,3,4,4,2,8,3,3,8,3,8,2,3,2,1,2,1,2,1,3,3,3,2,8,2,2,2,1,2,8,2,2,2,2,2,1,1,1,1,5,4,1,8,5,1,1,1,5,2,2,1,5,4,4,8,5,1,4,5,1,4,4,2,8,1,8,2,5,2,2,2,4,1,1,2,2,4,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,99,99,99,99,99,99,99,99,99,2,8,4,2,8,8,2,4,3,2,3,8,1,5,3,4,2,3,8,8,4,8,8,8,1,8,8,1,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,1,5,5,5,5,5,1,5,5,998,3,88,88,88,1,3,3,5,1,5,5,5,8,5,10,10,10,4,1,1,1,5,100,,,9,100,10,10,1,4,10,1,11,7,1924,575,527,5100,G,87,0.183908045977011,5.4375,59,2,3,99911,13112,99911,6,9,32,2,2,131,6,9,32,3,1.58134142211243,1.69917977374533,1.71223607736548,1.04437953684833,6630
1,1990,0,100,100,100,100,1,6,210,3,291,,10,17,,,5,5,1,5,1,5,1,5,5,5,5,5,5,5,1,1,1,5,5,2,5,5,5,5,5,5,1,1,5,1,4,2,3,1,6,8,3,1,1,5,5,5,5,5,5,5,5,5,13,7,5,3,3,11,6,8,2,7,7,4,4,11,6,8,2,1,8,2,100,3,1,8,7,9,7,7,9,8,3,9,8,3,9,100,100,100,100,100,100,100,100,100,100,100,100,10,7,1,7,7,9,1,1,3,2,1,4,3,4,2,3,2,2,2,1,2,3,2,2,2,2,3,2,3,3,3,2,2,1,3,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,3,2,4,2,3,2,3,2,1,2,1,3,4,2,4,4,4,5,3,5,1,3,4,5,5,1,2,2,1,2,4,4,2,2,3,3,2,4,2,1,2,9,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,3,6,7,4,88,8,7,1,4,3,3,4,8,1,2,5,3,4,3,2,4,8,2,3,5,3,2,2,4,3,8,4,4,5,3,1,4,3,2,4,8,1,4,5,3,10,10,10,10,10,10,10,10,10,4,3,1,4,8,3,3,5,3,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,1,998,3,88,88,88,5,8,1,10,5,5,5,5,5,1,10,10,5,2,3,1,6,1,1,,1,1,100,2,3,10,10,3,1,6,2,1990,575,8929,5100,U,21,0.697674418604651,1.43333333333333,59,2,3,51221,,51221,4,7,134,,,,4,7,134,3,1.39473345519942,1.29511751447405,1.37555088695368,1.13932374286169,6650
1,1967,0,100,100,100,100,2,7,200,2,640,6,210,3,10,17,1,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,1,5,5,2,1,5,5,5,5,5,5,5,5,5,6,0,5,3,6,8,1,1,1,5,5,1,5,5,5,5,5,5,7,4,5,4,4,2,5,7,3,4,6,3,3,3,4,6,3,5,100,10,8,3,1,10,7,1,7,7,9,8,8,1,10,8,1,100,100,100,100,100,100,100,100,100,100,100,100,10,10,10,7,8,8,2,1,8,1,3,2,4,1,1,2,1,2,2,1,2,2,2,4,4,4,3,3,2,2,3,3,2,1,1,1,2,1,2,3,3,3,2,2,3,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,4,2,3,3,2,2,4,1,1,1,4,3,2,2,2,2,3,2,2,4,1,3,3,4,1,1,1,3,3,3,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,6,7,4,4,4,5,4,6,4,2,2,2,4,1,2,2,2,2,2,4,4,2,4,4,2,2,4,4,2,2,2,2,2,2,3,1,4,4,2,2,4,2,2,4,2,10,10,10,10,10,10,10,10,10,4,4,2,4,4,2,2,4,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,1,1,5,5,998,2,9,3,7,7,11,3,3,1,5,1,5,1,1,10,1,5,4,2,1,1,1,18,6,23,1,100,1,1,10,10,3,1,9,10,1967,575,8905,5100,G,43,0.395348837209302,2.52941176470588,59,2,3,34393,,34393,3,4,133,,,,3,4,133,3,0.887493119989493,0.947578343478117,0.887270896229757,1.04437953684833,6683
1,1939,0,100,100,100,100,2,6,200,2,650,8,10,17,,,5,5,5,5,5,5,5,1,5,5,1,5,5,1,5,5,5,5,5,3,1,5,5,5,5,5,1,5,5,5,7,7,5,3,2,7,5,1,5,5,5,5,5,5,5,1,5,5,6,2,3,3,1,4,6,6,2,1,3,3,1,4,5,7,2,5,100,10,7,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,1,7,5,1,1,9,5,1,2,7,7,7,1,7,7,10,7,9,8,3,4,2,1,11,1,2,3,1,2,1,2,1,4,4,5,4,3,4,4,4,4,4,2,1,1,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,2,2,1,1,1,1,1,1,1,3,2,1,1,1,3,2,4,2,5,3,1,3,4,2,2,1,3,4,4,3,1,2,2,2,1,3,1,2,2,2,1,3,4,3,10,2,2,3,2,1,3,1,2,2,1,3,3,2,2,3,1,7,3,4,8,1,9,7,8,1,4,4,2,5,5,1,3,5,2,4,3,2,5,5,1,2,5,2,4,4,2,4,5,2,2,4,2,2,10,10,10,10,10,10,10,10,10,4,4,2,5,1,1,2,5,1,10,10,10,10,10,10,10,10,10,2,3,4,1,5,4,4,1,4,5,5,1,5,5,5,1,5,5,998,2,1,4,7,1,2,3,3,1,1,5,5,1,5,4,1,10,4,1,1,3,5,100,,,9,100,10,10,1,2,10,1,3,3,1939,561,8927,5100,G,72,0.328125,3.04761904761905,59,2,3,99911,71412,99911,6,9,32,4,7,134,6,9,32,3,2.46554083149906,1.69917977374533,2.0091884094072,1.13932374286169,6690
1,1977,0,100,100,100,100,4,3,200,2,3,,3,,3,,1,5,5,5,5,1,1,5,5,5,5,5,5,5,1,1,1,5,5,2,1,5,5,5,5,5,5,1,5,1,0,5,5,1,3,5,4,5,10,10,10,10,10,10,10,10,10,10,11,5,7,5,4,9,0,5,2,6,7,6,5,8,0,4,4,5,100,10,5,3,2,100,100,100,100,100,100,100,100,100,100,100,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,88,7,1,8,2,3,1,4,12,3,1,3,1,2,1,2,4,3,4,4,3,4,3,3,4,3,2,2,1,2,2,2,1,1,3,3,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,1,4,3,5,2,3,1,5,3,3,1,2,3,1,3,3,4,8,3,1,3,3,4,1,2,5,3,1,1,4,1,1,4,5,4,4,5,2,4,3,3,2,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,2,5,8,3,7,9,8,1,4,8,8,8,8,1,8,5,4,8,8,8,8,2,5,8,8,3,8,8,8,8,8,8,8,8,3,2,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1,5,5,998,8,1,88,7,5,5,4,3,1,5,5,5,5,1,10,10,1,4,5,1,10,1,18,2,19,3,100,4,3,10,10,4,1,5,3,1977,561,7136,5100,G,34,0.471698113207547,2.12,68,1,6,13191,,13191,1,1,11,,,,1,1,11,3,0.469377607517988,0.78113064236111,0.516810919778075,0.637384330276898,6700
5,1968,1,0,0,1,100,2,3,280,3,623,7,3,,3,,5,5,5,5,1,5,5,5,1,1,5,5,5,5,1,1,1,5,5,2,1,5,5,5,1,5,1,1,1,1,7,7,5,1,6,1,1,1,5,5,5,5,5,5,1,1,5,5,7,10,2,2,2,2,5,8,1,10,2,2,2,2,5,9,1,1,1,2,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,1,1,2,3,1,2,1,1,2,2,5,5,5,5,3,1,2,2,1,3,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,2,2,1,3,1,3,1,1,2,1,1,1,1,1,4,5,5,4,5,1,1,5,1,1,1,5,4,5,5,5,5,2,2,5,2,1,4,4,1,2,2,1,2,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,8,2,7,5,7,1,2,8,8,4,8,1,2,5,2,4,8,8,2,8,8,8,8,3,8,8,8,8,8,8,8,8,8,1,1,5,1,4,4,1,1,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,4,1,8,8,2,1,1,5,5,1,5,5,5,1,5,5,998,8,88,7,7,4,12,3,5,1,5,5,5,1,1,10,1,1,4,6,1,7,1,6,,6,1,100,2,3,10,10,1,1,3,8,1968,561,8905,5100,G,43,0.29126213592233,3.43333333333333,68,1,6,51690,,51690,3,5,134,,,,3,5,134,3,0.863885283455218,0.974720087918368,0.8860085994142,0.91435044152396,6700
5,1978,2,1,1,100,100,2,4,670,6,630,6,671,6,3,,5,5,5,5,1,5,1,5,5,1,5,5,5,5,1,1,1,5,5,2,1,5,5,5,1,1,1,1,1,1,6,2,3,2,1,1,5,5,10,10,10,10,10,10,10,10,10,10,1,10,5,3,11,3,0,2,6,10,7,0,7,3,0,0,11,1,1,1,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,3,1,2,2,1,1,2,2,4,5,4,5,4,4,1,2,3,2,2,2,2,2,1,2,1,1,3,2,2,2,1,3,2,2,1,1,3,2,1,2,2,2,1,2,3,2,4,1,2,5,3,5,2,1,4,2,5,5,4,5,2,2,1,1,2,3,5,2,5,5,5,5,4,2,5,5,2,2,2,1,4,3,1,5,4,3,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,5,6,0,6,10,10,0,2,3,1,3,3,1,2,5,2,4,3,1,4,3,2,1,5,5,4,8,3,8,8,8,8,5,3,2,10,10,10,10,10,10,10,10,10,4,4,8,8,8,1,3,5,3,10,10,10,10,10,10,10,10,10,2,8,4,4,8,5,5,1,2,5,5,5,5,5,1,1,5,5,998,1,1,88,7,2,5,1,10,5,5,5,5,5,1,10,10,5,2,3,1,6,1,5,,5,11,100,10,10,1,3,4,1,14,9,1978,561,8895,5100,G,33,0.611111111111111,1.63636363636364,68,1,6,99920,51325,99920,6,9,2,3,5,134,6,9,2,3,0.570097480901492,0.518630700952867,0.603277948727001,1.13932374286169,6705
1,1975,0,100,100,100,100,2,3,631,6,631,6,611,6,290,2,5,5,1,5,5,1,5,5,5,1,5,5,5,1,5,5,5,5,5,1,1,5,5,5,5,5,5,5,1,5,0,6,5,3,1,12,5,5,10,10,10,10,10,10,10,10,10,10,3,77,77,77,77,77,0,0,77,7,6,88,5,88,3,1,88,1,3,2,100,3,1,88,7,88,7,7,88,3,3,1,3,3,1,100,100,100,100,100,100,100,100,100,100,100,100,10,7,10,10,10,10,1,1,1,2,2,1,1,3,1,9,9,2,3,1,2,2,4,5,4,5,3,2,2,3,2,3,2,1,2,1,2,1,1,2,3,3,2,1,2,2,2,1,1,3,2,2,2,2,2,1,2,8,1,3,2,2,4,3,3,4,2,3,5,8,3,3,4,3,2,3,2,3,3,1,3,5,5,3,1,1,2,2,3,3,4,3,3,3,3,4,4,3,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,77,77,77,77,77,77,77,77,77,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,1,1,5,1,5,5,5,5,5,998,8,88,88,88,3,5,1,10,5,5,5,5,5,1,10,10,1,2,3,2,100,5,100,,,7,100,10,10,1,1,4,71,28,12,1975,561,8905,5100,G,35,0.442857142857143,2.25806451612903,,,,99912,93300,99912,6,9,32,5,8,135,6,9,32,3,0.714304567460975,0.78113064236111,0.786619838582226,1.04437953684833,6705
1,1988,0,100,100,100,100,1,3,210,3,3,,3,,3,,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,3,4,5,6,3,8,5,5,10,10,10,10,10,10,10,10,10,10,7,5,4,11,5,2,5,6,11,6,11,11,5,11,5,5,11,1,8,1,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,3,4,2,9,4,4,2,3,1,3,2,1,5,3,8,3,4,2,4,4,8,2,8,8,2,2,1,1,1,3,2,3,1,2,3,3,3,3,1,3,2,2,2,1,1,2,2,8,3,3,4,4,2,2,8,2,1,5,5,2,5,5,2,4,1,2,2,3,8,1,1,3,8,8,1,1,2,5,1,2,3,4,4,2,8,3,4,2,5,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,88,5,88,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,2,10,10,10,10,10,10,10,10,10,8,8,8,1,2,2,2,2,2,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,1,5,998,8,8,8,8,8,8,8,10,8,8,8,8,8,8,10,10,10,8,8,8,100,5,100,,,16,100,10,10,5,10,5,1,31,3,1988,561,5902,5100,U,23,0.697674418604651,1.43333333333333,68,1,6,99990,,99990,6,,,,,,6,,,3,2.01397480258606,1.29511751447405,1.93068892843739,1.71509053156926,6705
